HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Ensembl ID(supplied by Ensembl)
HGNC:2719	DDC	dopa decarboxylase		AADC	ENSG00000132437
HGNC:19714	DDHD1	DDHD domain containing 1	SPG28	KIAA1705, PA-PLA1	ENSG00000100523
HGNC:29106	DDHD2	DDHD domain containing 2	SAMWD1	KIAA0725, SPG54	ENSG00000085788
HGNC:18961	DDI1	DNA damage inducible 1 homolog 1		FLJ36017	ENSG00000170967
HGNC:24578	DDI2	DNA damage inducible 1 homolog 2		MGC14844	ENSG00000197312
HGNC:26351	DDIAS	DNA damage induced apoptosis suppressor	C11orf82	FLJ38838, FLJ25416, noxin	ENSG00000165490
HGNC:2726	DDIT3	DNA damage inducible transcript 3		CHOP10, GADD153, CHOP	ENSG00000175197
HGNC:24944	DDIT4	DNA damage inducible transcript 4		RTP801, FLJ20500, REDD-1, REDD1, Dig2	ENSG00000168209
HGNC:30555	DDIT4L	DNA damage inducible transcript 4 like		REDD2, Rtp801L	ENSG00000145358
HGNC:24458	DDN	dendrin		KIAA0749	ENSG00000181418
HGNC:2727	DDO	D-aspartate oxidase			ENSG00000203797
HGNC:2728	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit		OST, KIAA0115, OST48, WBP1, GATD6	ENSG00000244038
HGNC:2730	DDR1	discoidin domain receptor tyrosine kinase 1	NTRK4, PTK3A, NEP, CAK, EDDR1	RTK6, CD167	ENSG00000204580
HGNC:2731	DDR2	discoidin domain receptor tyrosine kinase 2	TYRO10, NTRKR3	TKT	ENSG00000162733
HGNC:16110	DDRGK1	DDRGK domain containing 1	C20orf116	dJ1187M17.3, UFBP1	ENSG00000198171
HGNC:2732	DDT	D-dopachrome tautomerase		DDCT, MIF2, MIF-2, D-DT	ENSG00000099977
HGNC:33446	DDTL	D-dopachrome tautomerase like			ENSG00000099974
HGNC:2734	DDX1	DEAD-box helicase 1		DBP-RB	ENSG00000079785
HGNC:2745	DDX3X	DEAD-box helicase 3 X-linked	DDX3	DBX, HLP2, DDX14	ENSG00000215301
HGNC:2699	DDX3Y	DEAD-box helicase 3 Y-linked	DBY		ENSG00000067048
HGNC:18700	DDX4	DEAD-box helicase 4		VASA	ENSG00000152670
HGNC:2746	DDX5	DEAD-box helicase 5	HLR1, G17P1	p68	ENSG00000108654
HGNC:2747	DDX6	DEAD-box helicase 6	HLR2	RCK	ENSG00000110367
HGNC:2735	DDX10	DEAD-box helicase 10		HRH-J8, Dbp4	ENSG00000178105
HGNC:2736	DDX11	DEAD/H-box helicase 11		CHLR1, KRG2, CHL1, ChlR1, WABS	ENSG00000013573
HGNC:2740	DDX17	DEAD-box helicase 17		P72	ENSG00000100201
HGNC:2741	DDX18	DEAD-box helicase 18		MrDb, Has1	ENSG00000088205
HGNC:25628	DDX19A	DEAD-box helicase 19A	DDX19L	FLJ11126	ENSG00000168872
HGNC:2742	DDX19B	DEAD-box helicase 19B	DDX19	DBP5	ENSG00000157349
HGNC:2743	DDX20	DEAD-box helicase 20		DP103, GEMIN3	ENSG00000064703
HGNC:2744	DDX21	DExD-box helicase 21		RH-II/GU, GURDB	ENSG00000165732
HGNC:17347	DDX23	DEAD-box helicase 23		prp28, U5-100K, PRPF28, SNRNP100	ENSG00000174243
HGNC:13266	DDX24	DEAD-box helicase 24			ENSG00000089737
HGNC:18698	DDX25	DEAD-box helicase 25		GRTH	ENSG00000109832
HGNC:15837	DDX27	DEAD-box helicase 27		dJ686N3.1, DRS1	ENSG00000124228
HGNC:17330	DDX28	DEAD-box helicase 28		MDDX28, FLJ11282	ENSG00000182810
HGNC:16715	DDX31	DEAD-box helicase 31		FLJ13633, FLJ23349, FLJ14578, PPP1R25	ENSG00000125485
HGNC:17821	DDX39A	DExD-box helicase 39A	DDX39	DDXL, BAT1L, URH49	ENSG00000123136
HGNC:13917	DDX39B	DExD-box helicase 39B	BAT1	D6S81E, UAP56	ENSG00000198563
HGNC:18674	DDX41	DEAD-box helicase 41		ABS, MGC8828	ENSG00000183258
HGNC:18676	DDX42	DEAD-box helicase 42		RNAHP, RHELP, SF3b125, SF3B8	ENSG00000198231
HGNC:18677	DDX43	DEAD-box helicase 43		HAGE, DKFZp434H2114, CT13	ENSG00000080007
HGNC:18681	DDX46	DEAD-box helicase 46		KIAA0801, FLJ25329, PRPF5, Prp5	ENSG00000145833
HGNC:18682	DDX47	DEAD-box helicase 47		DKFZp564O176, FLJ30012, HQ0256, RRP3	ENSG00000213782
HGNC:18684	DDX49	DEAD-box helicase 49		FLJ10432, Dbp8	ENSG00000105671
HGNC:17906	DDX50	DExD-box helicase 50		GU2, MGC3199, GUB, RH-II/GuB	ENSG00000107625
HGNC:20082	DDX51	DEAD-box helicase 51			ENSG00000185163
HGNC:20038	DDX52	DExD-box helicase 52		ROK1	ENSG00000278053
HGNC:20083	DDX53	DEAD-box helicase 53		CAGE, CT26	ENSG00000184735
HGNC:20084	DDX54	DEAD-box helicase 54		MGC2835, APR-5, DP97	ENSG00000123064
HGNC:20085	DDX55	DEAD-box helicase 55		KIAA1595	ENSG00000111364
HGNC:18193	DDX56	DEAD-box helicase 56		NOH61	ENSG00000136271
HGNC:19102	DDX58	DExD/H-box helicase 58		RIG-I, FLJ13599, DKFZp434J1111	ENSG00000107201
HGNC:25360	DDX59	DEAD-box helicase 59		DKFZP564B1023, ZNHIT5	ENSG00000118197
HGNC:25942	DDX60	DExD/H-box helicase 60		FLJ20035	ENSG00000137628
HGNC:26429	DDX60L	DExD/H-box 60 like		FLJ31033	ENSG00000181381
HGNC:14677	DEAF1	DEAF1, transcription factor		NUDR, SPN, ZMYND5	ENSG00000177030
HGNC:23658	DEC1	deleted in esophageal cancer 1		CTS9	ENSG00000173077
HGNC:2753	DECR1	2,4-dienoyl-CoA reductase 1	DECR	SDR18C1	ENSG00000104325
HGNC:2754	DECR2	2,4-dienoyl-CoA reductase 2		PDCR, SDR17C1	ENSG00000242612
HGNC:2755	DEDD	death effector domain containing		DEFT, FLDED1, CASP8IP1, KE05, DEDD1	ENSG00000158796
HGNC:24450	DEDD2	death effector domain containing 2		FLAME-3	ENSG00000160570
HGNC:2760	DEF6	DEF6, guanine nucleotide exchange factor		IBP, SLAT, SWAP70L	ENSG00000023892
HGNC:25969	DEF8	differentially expressed in FDCP 8 homolog		FLJ20186	ENSG00000140995
HGNC:2761	DEFA1	defensin alpha 1	DEF1, MRS, DEFA2	HNP-1	ENSG00000206047
HGNC:33596	DEFA1B	defensin alpha 1B			ENSG00000240247
HGNC:2762	DEFA3	defensin alpha 3	DEF3	HNP-3	ENSG00000239839
HGNC:2763	DEFA4	defensin alpha 4	DEF4	HP-4	ENSG00000164821
HGNC:2764	DEFA5	defensin alpha 5	DEF5	HD-5	ENSG00000164816
HGNC:2765	DEFA6	defensin alpha 6		HD-6, DEF6	ENSG00000164822
HGNC:2766	DEFB1	defensin beta 1		HBD-1, DEFB-1, DEFB101, HBD1, BD1, MGC51822	ENSG00000164825
HGNC:2767	DEFB4A	defensin beta 4A	DEFB102, DEFB2, DEFB4	SAP1, HBD-2, DEFB-2	ENSG00000171711
HGNC:30193	DEFB4B	defensin beta 4B	DEFB4P		ENSG00000177257
HGNC:15967	DEFB103A	defensin beta 103A	DEFB3, DEFB103	HBD-3, HBP-3, HBD3, HBP3, DEFB-3	ENSG00000176797
HGNC:31702	DEFB103B	defensin beta 103B			ENSG00000177243
HGNC:18115	DEFB104A	defensin beta 104A	DEFB104	DEFB4, DEFB-4	ENSG00000176782
HGNC:26165	DEFB104B	defensin beta 104B			ENSG00000177023
HGNC:18087	DEFB105A	defensin beta 105A	DEFB105	DEFB-5	ENSG00000186562
HGNC:29930	DEFB105B	defensin beta 105B			ENSG00000186599
HGNC:18088	DEFB106A	defensin beta 106A	DEFB106	DEFB-6	ENSG00000186579
HGNC:28879	DEFB106B	defensin beta 106B			ENSG00000187082
HGNC:18086	DEFB107A	defensin beta 107A	DEFB107	DEFB-7	ENSG00000186572
HGNC:31918	DEFB107B	defensin beta 107B		HsT21816	ENSG00000198129
HGNC:29966	DEFB108B	defensin beta 108B			ENSG00000184276
HGNC:18091	DEFB110	defensin beta 110		DEFB-10, DEFB-11, DEFB111	ENSG00000203970
HGNC:18093	DEFB112	defensin beta 112		DEFB-12	ENSG00000180872
HGNC:18094	DEFB113	defensin beta 113		DEFB-13	ENSG00000214642
HGNC:18095	DEFB114	defensin beta 114		DEFB-14	ENSG00000177684
HGNC:18096	DEFB115	defensin beta 115		DEFB-15	ENSG00000215547
HGNC:18097	DEFB116	defensin beta 116		DEFB-16	ENSG00000215545
HGNC:16196	DEFB118	defensin beta 118	C20orf63	dJ1018D12.3, DEFB-18, ESC42	ENSG00000131068
HGNC:18099	DEFB119	defensin beta 119	DEFB120	DEFB-19, DEFB-20	ENSG00000180483
HGNC:18101	DEFB121	defensin beta 121		DEFB-21	ENSG00000204548
HGNC:18103	DEFB123	defensin beta 123		DEFB-23	ENSG00000180424
HGNC:18104	DEFB124	defensin beta 124		DEFB-24	ENSG00000180383
HGNC:18105	DEFB125	defensin beta 125		DEFB-25	ENSG00000178591
HGNC:15900	DEFB126	defensin beta 126	C20orf8	bA530N10.1, DEFB-26	ENSG00000125788
HGNC:16206	DEFB127	defensin beta 127	C20orf73	bA530N10.2, DEF-27	ENSG00000088782
HGNC:18106	DEFB128	defensin beta 128		DEFB-28	ENSG00000185982
HGNC:16218	DEFB129	defensin beta 129	C20orf87	bA530N10.3, DEFB-29	ENSG00000125903
HGNC:18107	DEFB130A	defensin beta 130A	DEFB130	DEFB-30, DEFB30	ENSG00000232948
HGNC:39814	DEFB130B	defensin beta 130B			ENSG00000233050
HGNC:18108	DEFB131A	defensin beta 131A	DEFB131	DEFB-31	ENSG00000186146
HGNC:38058	DEFB131B	defensin beta 131B			ENSG00000225805
HGNC:33806	DEFB132	defensin beta 132		RP5-1103G7.6, DEFB32	ENSG00000186458
HGNC:31331	DEFB133	defensin beta 133			ENSG00000214643
HGNC:32399	DEFB134	defensin beta 134			ENSG00000205882
HGNC:32400	DEFB135	defensin beta 135			ENSG00000205883
HGNC:34433	DEFB136	defensin beta 136		DEFB137	ENSG00000205884
HGNC:13709	DEGS1	delta 4-desaturase, sphingolipid 1		MLD, Des-1, DES1, FADS7, DEGS-1	ENSG00000143753
HGNC:20113	DEGS2	delta 4-desaturase, sphingolipid 2	C14orf66	DES2, FADS8	ENSG00000168350
HGNC:2768	DEK	DEK proto-oncogene		D6S231E	ENSG00000124795
HGNC:28969	DELE1	DAP3 binding cell death enhancer 1	KIAA0141	DELE	ENSG00000081791
HGNC:29324	DENND1A	DENN domain containing 1A	KIAA1608	FLJ21129, FAM31A	ENSG00000119522
HGNC:28404	DENND1B	DENN domain containing 1B	FAM31B, C1orf218	MGC27044, FLJ20054	ENSG00000213047
HGNC:26225	DENND1C	DENN domain containing 1C	FAM31C	FLJ22757	ENSG00000205744
HGNC:22212	DENND2A	DENN domain containing 2A	KIAA1277	FAM31D	ENSG00000146966
HGNC:24748	DENND2C	DENN domain containing 2C		FLJ37099, DKFZp686G0351, DKFZp779P1149, dJ1156J9.1, RP5-1156J9.1	ENSG00000175984
HGNC:26192	DENND2D	DENN domain containing 2D		FLJ22457, RP5-1180E21.2	ENSG00000162777
HGNC:29134	DENND3	DENN domain containing 3		KIAA0870	ENSG00000105339
HGNC:24321	DENND4A	DENN domain containing 4A	MYCPBP	IRLB	ENSG00000174485
HGNC:29044	DENND4B	DENN domain containing 4B	KIAA0476		ENSG00000198837
HGNC:26079	DENND4C	DENN domain containing 4C	C9orf55B, C9orf55	FLJ20686, bA513M16.3, RAB10GEF	ENSG00000137145
HGNC:19344	DENND5A	DENN domain containing 5A	RAB6IP1	KIAA1091, FLJ22354, FLJ33829, FLJ43455	ENSG00000184014
HGNC:28338	DENND5B	DENN domain containing 5B		MGC24039	ENSG00000170456
HGNC:26635	DENND6A	DENN domain containing 6A	FAM116A	FLJ34969, AFI1A	ENSG00000174839
HGNC:32690	DENND6B	DENN domain containing 6B	FAM116B	MGC33692, AFI1B	ENSG00000205593
HGNC:2769	DENR	density regulated re-initiation and release factor		DRP, DRP1, SMAP-3	ENSG00000139726
HGNC:22949	DEPDC1	DEP domain containing 1		DEP.8, FLJ20354, SDP35, DEPDC1A	ENSG00000024526
HGNC:24902	DEPDC1B	DEP domain containing 1B		XTP1, BRCC3	ENSG00000035499
HGNC:22952	DEPDC4	DEP domain containing 4		DEP.4, FLJ33505	ENSG00000166153
HGNC:18423	DEPDC5	DEP domain containing 5		KIAA0645, DEP.5	ENSG00000100150
HGNC:29899	DEPDC7	DEP domain containing 7			ENSG00000121690
HGNC:23355	DEPP1	DEPP1, autophagy regulator	C10orf10	DEPP, FIG, Fseg	ENSG00000165507
HGNC:22953	DEPTOR	DEP domain containing MTOR interacting protein	DEPDC6	DEP.6, FLJ12428	ENSG00000155792
HGNC:24269	DERA	deoxyribose-phosphate aldolase		CGI-26, DEOC	ENSG00000023697
HGNC:28454	DERL1	derlin 1		MGC3067, PRO2577, FLJ13784, DER1, DER-1, derlin-1	ENSG00000136986
HGNC:17943	DERL2	derlin 2		F-LAN-1, FLANa, F-LANa, CGI-101, derlin-2	ENSG00000072849
HGNC:14236	DERL3	derlin 3	C22orf14	FLJ43842, MGC71803, derlin-3, IZP6	ENSG00000099958
HGNC:2770	DES	desmin		CMD1I, CSM1, CSM2	ENSG00000175084
HGNC:24577	DESI1	desumoylating isopeptidase 1	FAM152B, PPPDE2	D15Wsu75e	ENSG00000100418
HGNC:24264	DESI2	desumoylating isopeptidase 2	C1orf121, FAM152A, PPPDE1	CGI-146, FLJ21998, PNAS-4	ENSG00000121644
HGNC:25477	DET1	DET1, COP1 ubiquitin ligase partner		FLJ10103	ENSG00000140543
HGNC:26344	DEUP1	deuterosome assembly protein 1	CCDC67	FLJ25393	ENSG00000165325
HGNC:13267	DEXI	Dexi homolog		MYLE	ENSG00000182108
HGNC:2772	DFFA	DNA fragmentation factor subunit alpha		DFF-45, DFF45, ICAD, DFF1	ENSG00000160049
HGNC:2773	DFFB	DNA fragmentation factor subunit beta		CAD, CPAN, DFF-40, DFF40	ENSG00000169598
HGNC:2843	DGAT1	diacylglycerol O-acyltransferase 1	DGAT	ARGP1	ENSG00000185000
HGNC:16940	DGAT2	diacylglycerol O-acyltransferase 2			ENSG00000062282
HGNC:23250	DGAT2L6	diacylglycerol O-acyltransferase 2 like 6		DC3, FLJ25989	ENSG00000184210
HGNC:2845	DGCR2	DiGeorge syndrome critical region gene 2		KIAA0163, LAN, IDD, DGS-C, SEZ-12	ENSG00000070413
HGNC:2846	DGCR6	DiGeorge syndrome critical region gene 6			ENSG00000183628
HGNC:18551	DGCR6L	DiGeorge syndrome critical region gene 6 like		FLJ10666	ENSG00000128185
HGNC:2847	DGCR8	DGCR8, microprocessor complex subunit	C22orf12	DGCRK6, Gy1, pasha	ENSG00000128191
HGNC:2849	DGKA	diacylglycerol kinase alpha	DAGK, DAGK1	DGK-alpha	ENSG00000065357
HGNC:2850	DGKB	diacylglycerol kinase beta	DAGK2	KIAA0718, DGK, DGK-BETA	ENSG00000136267
HGNC:2851	DGKD	diacylglycerol kinase delta		KIAA0145, DGKdelta	ENSG00000077044
HGNC:2852	DGKE	diacylglycerol kinase epsilon		DAGK6, DGK	ENSG00000153933
HGNC:2853	DGKG	diacylglycerol kinase gamma	DAGK3		ENSG00000058866
HGNC:2854	DGKH	diacylglycerol kinase eta		DGKeta	ENSG00000102780
HGNC:2855	DGKI	diacylglycerol kinase iota		DGK-IOTA	ENSG00000157680
HGNC:32395	DGKK	diacylglycerol kinase kappa			ENSG00000274588
HGNC:2856	DGKQ	diacylglycerol kinase theta	DAGK4	DAGK, DAGK7	ENSG00000145214
HGNC:2857	DGKZ	diacylglycerol kinase zeta		DAGK5, hDGKzeta, DGK-ZETA, DAGK6	ENSG00000149091
HGNC:20498	DGLUCY	D-glutamate cyclase	C14orf159	FLJ39975	ENSG00000133943
HGNC:2858	DGUOK	deoxyguanosine kinase		dGK	ENSG00000114956
HGNC:2860	DHCR7	7-dehydrocholesterol reductase	SLOS		ENSG00000172893
HGNC:2859	DHCR24	24-dehydrocholesterol reductase	DCE	KIAA0018, seladin-1	ENSG00000116133
HGNC:20603	DHDDS	dehydrodolichyl diphosphate synthase subunit		HDS, FLJ13102, DS, RP59	ENSG00000117682
HGNC:17887	DHDH	dihydrodiol dehydrogenase		HUM2DD	ENSG00000104808
HGNC:2861	DHFR	dihydrofolate reductase			ENSG00000228716
HGNC:27309	DHFR2	dihydrofolate reductase 2	DHFRP4, DHFRL1	FLJ16119	ENSG00000178700
HGNC:2865	DHH	desert hedgehog		HHG-3, MGC35145	ENSG00000139549
HGNC:2867	DHODH	dihydroorotate dehydrogenase (quinone)			ENSG00000102967
HGNC:2869	DHPS	deoxyhypusine synthase		MIG13	ENSG00000095059
HGNC:16445	DHRS1	dehydrogenase/reductase 1		FLJ25430, MGC20204, SDR19C1	ENSG00000157379
HGNC:18349	DHRS2	dehydrogenase/reductase 2		HEP27, SDR25C1	ENSG00000100867
HGNC:17693	DHRS3	dehydrogenase/reductase 3		retSDR1, Rsdr1, SDR1, RDH17, SDR16C1	ENSG00000162496
HGNC:16985	DHRS4	dehydrogenase/reductase 4		SCAD-SRL, SDR-SRL, humNRDR, FLJ11008, SDR25C2	ENSG00000157326
HGNC:19731	DHRS4L2	dehydrogenase/reductase 4 like 2		SDR25C3	ENSG00000187630
HGNC:21524	DHRS7	dehydrogenase/reductase 7		retDSR4, SDR34C1	ENSG00000100612
HGNC:24547	DHRS7B	dehydrogenase/reductase 7B		DKFZp566O084, MGC8916, CGI-93, SDR32C1	ENSG00000109016
HGNC:32423	DHRS7C	dehydrogenase/reductase 7C		SDR32C2	ENSG00000184544
HGNC:16888	DHRS9	dehydrogenase/reductase 9		RDHL, 3alpha-HSD, RETSDR8, RDH15, SDR9C4	ENSG00000073737
HGNC:28639	DHRS11	dehydrogenase/reductase 11		MGC4172, SDR24C1	ENSG00000278535
HGNC:25832	DHRS12	dehydrogenase/reductase 12		FLJ13639, SDR40C1	ENSG00000102796
HGNC:28326	DHRS13	dehydrogenase/reductase 13		MGC23280, SDR7C5	ENSG00000167536
HGNC:18399	DHRSX	dehydrogenase/reductase X-linked		DHRS5X, DHRSXY, DHRSY, DHRS5Y, SDR46C1, SDR7C6	ENSG00000169084
HGNC:23537	DHTKD1	dehydrogenase E1 and transketolase domain containing 1		KIAA1630, MGC3090, DKFZP762M115, CMT2Q	ENSG00000181192
HGNC:2749	DHX8	DEAH-box helicase 8	DDX8	HRH1, PRP22, PRPF22, Dhr2	ENSG00000067596
HGNC:2750	DHX9	DExH-box helicase 9	LKP, DDX9	RHA	ENSG00000135829
HGNC:2738	DHX15	DEAH-box helicase 15	DDX15	HRH2, DBP1, PRP43, PrPp43p, PRPF43	ENSG00000109606
HGNC:2739	DHX16	DEAH-box helicase 16	DDX16	DBP2, Prp2, PRPF2	ENSG00000204560
HGNC:15815	DHX29	DExH-box helicase 29	DDX29		ENSG00000067248
HGNC:16716	DHX30	DExH-box helicase 30	DDX30	KIAA0890, FLJ11214	ENSG00000132153
HGNC:16717	DHX32	DEAH-box helicase 32 (putative)	DDX32	FLJ10889, FLJ10694, DHLP1	ENSG00000089876
HGNC:16718	DHX33	DEAH-box helicase 33	DDX33	FLJ21972, DKFZp762F2011	ENSG00000005100
HGNC:16719	DHX34	DExH-box helicase 34	DDX34	KIAA0134	ENSG00000134815
HGNC:15861	DHX35	DEAH-box helicase 35	C20orf15, DDX35	FLJ22759, KAIA0875	ENSG00000101452
HGNC:14410	DHX36	DEAH-box helicase 36	DDX36	MLEL1, KIAA1488	ENSG00000174953
HGNC:17210	DHX37	DEAH-box helicase 37	DDX37	KIAA1517, MGC4322, MGC2695, Dhr1	ENSG00000150990
HGNC:17211	DHX38	DEAH-box helicase 38	DDX38	PRP16, KIAA0224, hPrp16, PRPF16	ENSG00000140829
HGNC:18018	DHX40	DEAH-box helicase 40	DDX40	ARG147, PAD, FLJ22060	ENSG00000108406
HGNC:20086	DHX57	DExH-box helicase 57		DDX57	ENSG00000163214
HGNC:29517	DHX58	DExH-box helicase 58		LGP2, D11LGP2	ENSG00000108771
HGNC:21528	DIABLO	diablo IAP-binding mitochondrial protein		SMAC, DIABLO-S, FLJ25049, FLJ10537, DFNA64	
HGNC:2876	DIAPH1	diaphanous related formin 1	DFNA1	hDIA1, LFHL1	ENSG00000131504
HGNC:2877	DIAPH2	diaphanous related formin 2		POF, DIA, POF2, DIA2	ENSG00000147202
HGNC:15480	DIAPH3	diaphanous related formin 3	AUNA1	DRF3, FLJ34705, AN, NSDAN	ENSG00000139734
HGNC:17098	DICER1	dicer 1, ribonuclease III	MNG1	Dicer, KIAA0928, K12H4.8-LIKE, HERNA	ENSG00000100697
HGNC:2680	DIDO1	death inducer-obliterator 1	C20orf158, DATF1	DIO1, dJ885L7.8, FLJ11265, KIAA0333, DIO-1, BYE1	ENSG00000101191
HGNC:30217	DIMT1	DIM1 dimethyladenosine transferase 1 homolog	DIMT1L	HSA9761	ENSG00000086189
HGNC:2883	DIO1	iodothyronine deiodinase 1	TXDI1		ENSG00000211452
HGNC:2884	DIO2	iodothyronine deiodinase 2		TXDI2, SelY	ENSG00000211448
HGNC:2885	DIO3	iodothyronine deiodinase 3	TXDI3		ENSG00000197406
HGNC:17217	DIP2A	disco interacting protein 2 homolog A	C21orf106	Dip2, KIAA0184	ENSG00000160305
HGNC:29284	DIP2B	disco interacting protein 2 homolog B		KIAA1463, FLJ34278	ENSG00000066084
HGNC:29150	DIP2C	disco interacting protein 2 homolog C	KIAA0934		ENSG00000151240
HGNC:19127	DIRAS1	DIRAS family GTPase 1		Di-Ras1, GBTS1, RIG	ENSG00000176490
HGNC:19323	DIRAS2	DIRAS family GTPase 2		Di-Ras2, DKFZp761C07121	ENSG00000165023
HGNC:687	DIRAS3	DIRAS family GTPase 3	ARHI	NOEY2	ENSG00000162595
HGNC:15760	DIRC1	disrupted in renal carcinoma 1			ENSG00000174325
HGNC:16628	DIRC2	disrupted in renal carcinoma 2		FLJ14784, RCC4	ENSG00000138463
HGNC:20604	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease	KIAA1008	dis3p, RRP44, EXOSC11	ENSG00000083520
HGNC:28698	DIS3L	DIS3 like exosome 3'-5' exoribonuclease		MGC4562, FLJ38088, KIAA1955, DIS3L1	ENSG00000166938
HGNC:28648	DIS3L2	DIS3 like 3'-5' exoribonuclease 2	FAM6A	FLJ36974, MGC42174	ENSG00000144535
HGNC:2888	DISC1	DISC1 scaffold protein			ENSG00000162946
HGNC:19711	DISP1	dispatched RND transporter family member 1		DISPA, MGC13130, DKFZP434I0428, MGC16796	ENSG00000154309
HGNC:19712	DISP2	dispatched RND transporter family member 2	LINC00594, C15orf36	DISPB, KIAA1742, HsT16908	ENSG00000140323
HGNC:29251	DISP3	dispatched RND transporter family member 3	PTCHD2	KIAA1337	ENSG00000204624
HGNC:23695	DIXDC1	DIX domain containing 1		KIAA1735, Dixin	ENSG00000150764
HGNC:2890	DKC1	dyskerin pseudouridine synthase 1	DKC	XAP101, dyskerin, NAP57, NOLA4, Cbf5	ENSG00000130826
HGNC:2891	DKK1	dickkopf WNT signaling pathway inhibitor 1		SK, DKK-1	ENSG00000107984
HGNC:2892	DKK2	dickkopf WNT signaling pathway inhibitor 2			ENSG00000155011
HGNC:2893	DKK3	dickkopf WNT signaling pathway inhibitor 3		REIC, RIG	ENSG00000050165
HGNC:2894	DKK4	dickkopf WNT signaling pathway inhibitor 4			ENSG00000104371
HGNC:16528	DKKL1	dickkopf like acrosomal protein 1		SGY-1, CT34	ENSG00000104901
HGNC:2896	DLAT	dihydrolipoamide S-acetyltransferase	DLTA	PDC-E2	ENSG00000150768
HGNC:2897	DLC1	DLC1 Rho GTPase activating protein		HP, ARHGAP7, STARD12, DLC-1, p122-RhoGAP	ENSG00000164741
HGNC:2898	DLD	dihydrolipoamide dehydrogenase	LAD, GCSL	DLDH	ENSG00000091140
HGNC:2899	DLEC1	DLEC1, cilia and flagella associated protein		DLC1, CFAP81	ENSG00000008226
HGNC:17567	DLEU7	deleted in lymphocytic leukemia, 7		FLJ44882	ENSG00000186047
HGNC:2900	DLG1	discs large MAGUK scaffold protein 1		SAP97, SAP-97, hdlg, DLGH1, dJ1061C18.1.1	ENSG00000075711
HGNC:2901	DLG2	discs large MAGUK scaffold protein 2		PSD-93, PSD93, chapsyn-110, PPP1R58	ENSG00000150672
HGNC:2902	DLG3	discs large MAGUK scaffold protein 3		NE-Dlg, SAP102, SAP-102, NEDLG, KIAA1232, MRX90, PPP1R82	ENSG00000082458
HGNC:2903	DLG4	discs large MAGUK scaffold protein 4		PSD-95, PSD95, SAP90, SAP-90	ENSG00000132535
HGNC:2904	DLG5	discs large MAGUK scaffold protein 5		P-dlg, KIAA0583	ENSG00000151208
HGNC:2905	DLGAP1	DLG associated protein 1		GKAP, SAPAP1, DAP-1	ENSG00000170579
HGNC:2906	DLGAP2	DLG associated protein 2	ERICH1-AS1, C8orf68	DAP-2	ENSG00000198010
HGNC:30368	DLGAP3	DLG associated protein 3		SAPAP3, DAP3	ENSG00000116544
HGNC:24476	DLGAP4	DLG associated protein 4		DAP4, KIAA0964, SAPAP4	ENSG00000080845
HGNC:16864	DLGAP5	DLG associated protein 5	DLG7	KIAA0008, DLG1, HURP	ENSG00000126787
HGNC:2907	DLK1	delta like non-canonical Notch ligand 1		FA1, pG2, Pref-1, ZOG, Delta1	ENSG00000185559
HGNC:21113	DLK2	delta like non-canonical Notch ligand 2	EGFL9	MGC2487	ENSG00000171462
HGNC:2908	DLL1	delta like canonical Notch ligand 1			ENSG00000198719
HGNC:2909	DLL3	delta like canonical Notch ligand 3		SCDO1	ENSG00000090932
HGNC:2910	DLL4	delta like canonical Notch ligand 4			ENSG00000128917
HGNC:2911	DLST	dihydrolipoamide S-succinyltransferase	DLTS		ENSG00000119689
HGNC:2914	DLX1	distal-less homeobox 1			ENSG00000144355
HGNC:2915	DLX2	distal-less homeobox 2		TES-1	ENSG00000115844
HGNC:2916	DLX3	distal-less homeobox 3			ENSG00000064195
HGNC:2917	DLX4	distal-less homeobox 4	DLX7, DLX9	DLX8, BP1	ENSG00000108813
HGNC:2918	DLX5	distal-less homeobox 5			ENSG00000105880
HGNC:2919	DLX6	distal-less homeobox 6			ENSG00000006377
HGNC:30536	DMAC1	distal membrane arm assembly complex 1	C9orf123, TMEM261	MGC4730	ENSG00000137038
HGNC:25496	DMAC2	distal membrane arm assembly complex 2	ATP5SL	FLJ10241	ENSG00000105341
HGNC:18291	DMAP1	DNA methyltransferase 1 associated protein 1		DNMAP1, FLJ11543, KIAA1425, DNMTAP1, EAF2, MEAF2, SWC4	ENSG00000178028
HGNC:2926	DMBT1	deleted in malignant brain tumors 1		GP340, muclin, SALSA, Gp-340, hensin, vomeroglandin	ENSG00000187908
HGNC:19026	DMBX1	diencephalon/mesencephalon homeobox 1	OTX3	PAXB	ENSG00000197587
HGNC:2927	DMC1	DNA meiotic recombinase 1		LIM15	ENSG00000100206
HGNC:2928	DMD	dystrophin	MRX85	BMD, DXS142, DXS164, DXS206, DXS230, DXS239, DXS268, DXS269, DXS270, DXS272	ENSG00000198947
HGNC:24475	DMGDH	dimethylglycine dehydrogenase			ENSG00000132837
HGNC:25063	DMKN	dermokine		ZD52F10	ENSG00000161249
HGNC:2932	DMP1	dentin matrix acidic phosphoprotein 1			ENSG00000152592
HGNC:2933	DMPK	DM1 protein kinase	DM1, DM	DMK, DM1PK, MDPK, MT-PK	ENSG00000104936
